000000	004
000001	003
000002	003
000003	006
000004	006
000005	007
000006	007
000007	003
000008	007
000009	004
000010	007
000011	005
000012	003
000013	007
000014	003
000015	006
000016	006
000017	007
000018	006
000019	006
000020	006
000021	006
000022	003
000023	003
000024	003
000025	007
000026	002
000027	003
000028	004
000029	008
000030	003
000031	003
000032	003
000033	007
000034	008
000035	006
000036	007
000037	004
000038	003
000039	007
000040	003
000041	007
000042	003
000043	007
000044	007
000045	002
000046	004
000047	003
000048	004
000049	004
000050	007
000051	007
000052	009
000053	003
000054	006
000055	007
000056	009
000057	006
000058	003
000059	004
000060	003
000061	006
000062	003
000063	007
000064	004
000065	007
000066	007
000067	003
000068	007
000069	005
000070	003
000071	003
000072	003
000073	003
000074	007
000075	003
000076	009
000077	006
000078	007
000079	007
000080	003
000081	006
000082	001
000083	007
000084	003
000085	006
000086	005
000087	007
000088	006
000089	002
000090	003
000091	006
000092	003
000093	007
000094	003
000095	003
000096	003
000097	004
000098	004
000099	006
000100	007
000101	008
000102	006
000103	009
000104	003
000105	003
000106	007
000107	006
000108	008
000109	006
000110	003
000111	006
000112	008
000113	006
000114	003
000115	009
000116	003
000117	006
000118	006
000119	007
000120	006
000121	001
000122	006
000123	007
000124	004
000125	004
000126	007
000127	006
000128	007
000129	007
000130	004
000131	006
000132	007
000133	007
000134	006
000135	004
000136	003
000137	003
000138	004
000139	006
000140	007
000141	007
000142	004
000143	006
000144	006
000145	003
000146	006
000147	007
000148	004
000149	004
000150	006
000151	006
000152	009
000153	003
000154	003
000155	003
000156	006
000157	006
000158	003
000159	001
000160	003
000161	001
000162	003
000163	002
000164	006
000165	004
000166	003
000167	006
000168	003
000169	003
000170	007
000171	003
000172	006
000173	006
000174	002
000175	008
000176	005
000177	006
000178	005
000179	003
000180	007
000181	004
000182	007
000183	004
000184	003
000185	007
000186	006
000187	006
000188	006
000189	006
000190	006
000191	007
000192	003
000193	003
000194	006
000195	008
000196	006
000197	007
000198	001
000199	001
000200	006
000201	001
000202	003
000203	003
000204	007
000205	001
000206	003
000207	005
000208	006
000209	006
000210	003
000211	003
000212	007
000213	001
000214	007
000215	003
000216	004
000217	005
000218	006
000219	007
000220	005
000221	006
000222	003
000223	006
000224	006
000225	007
000226	007
000227	008
000228	006
000229	009
000230	002
000231	003
000232	007
000233	003
000234	003
000235	002
000236	006
000237	007
000238	007
000239	006
000240	003
000241	003
000242	006
000243	006
000244	003
000245	003
000246	003
000247	007
000248	007
000249	006
000250	007
000251	003
000252	006
000253	008
000254	003
000255	005
000256	006
000257	006
000258	003
000259	003
000260	006
000261	006
000262	003
000263	006
000264	003
000265	003
000266	006
000267	006
000268	007
000269	006
000270	003
000271	003
000272	004
000273	008
000274	006
000275	006
000276	003
000277	004
000278	001
000279	003
000280	008
000281	004
000282	003
000283	009
000284	003
000285	006
000286	006
000287	008
000288	003
000289	001
000290	006
000291	008
000292	006
000293	006
000294	003
000295	006
000296	006
000297	004
000298	006
000299	003
000300	003
000301	008
000302	003
000303	008
000304	001
000305	005
000306	003
000307	007
000308	008
000309	008
000310	003
000311	006
000312	009
000313	005
000314	008
000315	005
000316	006
000317	008
000318	008
000319	006
000320	006
000321	006
000322	003
000323	003
000324	006
000325	003
000326	005
000327	009
000328	005
000329	003
000330	006
000331	003
000332	003
000333	009
000334	006
000335	003
000336	003
000337	005
000338	006
000339	006
000340	005
000341	008
000342	003
000343	002
000344	008
000345	006
000346	009
000347	003
000348	007
000349	001
000350	005
000351	006
000352	007
000353	003
000354	008
000355	004
000356	006
000357	003
000358	008
000359	003
000360	006
000361	009
000362	006
000363	006
000364	006
000365	003
000366	006
000367	003
000368	003
000369	006
000370	009
000371	003
000372	007
000373	008
000374	009
000375	006
000376	009
000377	003
000378	003
000379	004
000380	009
000381	008
000382	006
000383	006
000384	003
000385	004
000386	006
000387	004
000388	008
000389	002
000390	008
000391	003
000392	006
000393	009
000394	006
000395	004
000396	006
000397	001
000398	003
000399	003
000400	005
000401	009
000402	005
000403	003
000404	006
000405	006
000406	003
000407	006
000408	008
000409	003
000410	005
000411	003
000412	006
000413	003
000414	003
000415	006
000416	003
000417	004
000418	004
000419	006
000420	003
000421	009
000422	005
000423	006
000424	008
000425	003
000426	006
000427	004
000428	006
000429	006
000430	003
000431	003
000432	003
000433	008
000434	008
000435	006
000436	006
000437	008
000438	003
000439	001
000440	004
000441	009
000442	002
000443	005
000444	008
000445	001
000446	006
000447	003
000448	001
000449	003
000450	004
000451	003
000452	003
000453	009
000454	008
000455	006
000456	006
000457	006
000458	003
000459	003
000460	003
000461	003
000462	005
000463	006
000464	003
000465	003
000466	009
000467	006
000468	005
000469	001
000470	006
000471	008
000472	003
000473	006
000474	003
000475	006
000476	008
000477	009
000478	003
000479	008
000480	006
000481	003
000482	008
000483	002
000484	002
000485	008
000486	006
000487	004
000488	005
000489	005
000490	003
000491	006
000492	003
000493	006
000494	006
000495	003
000496	003
000497	006
000498	006
000499	006
000500	001
000501	002
000502	006
000503	006
000504	004
000505	006
000506	005
000507	008
000508	003
000509	006
000510	005
000511	003
000512	006
000513	001
000514	001
000515	006
000516	008
000517	004
000518	009
000519	008
000520	006
000521	003
000522	003
000523	003
000524	001
000525	006
000526	006
000527	005
000528	008
000529	003
000530	006
000531	008
000532	008
000533	006
000534	001
000535	003
000536	006
000537	006
000538	006
000539	008
000540	003
000541	008
000542	009
000543	006
000544	008
000545	001
000546	006
000547	003
000548	008
000549	003
000550	003
000551	005
000552	008
000553	003
000554	006
000555	004
000556	004
000557	003
000558	006
000559	008
000560	003
000561	006
000562	003
000563	003
000564	008
000565	006
000566	004
000567	006
000568	001
000569	006
000570	008
000571	003
000572	006
000573	007
000574	003
000575	007
000576	003
000577	006
000578	006
000579	008
000580	006
000581	003
000582	005
000583	008
000584	001
000585	003
000586	006
000587	008
000588	008
000589	008
000590	006
000591	006
000592	004
000593	008
000594	006
000595	002
000596	003
000597	001
000598	008
000599	006
000600	001
000601	002
000602	006
000603	003
000604	009
000605	003
000606	008
000607	003
000608	009
000609	003
000610	006
000611	003
000612	009
000613	008
000614	004
000615	008
000616	003
000617	001
000618	006
000619	006
000620	001
000621	006
000622	008
000623	001
000624	006
000625	006
000626	006
000627	004
000628	008
000629	003
000630	002
000631	001
000632	006
000633	009
000634	001
000635	003
000636	009
000637	006
000638	004
000639	003
000640	003
000641	006
000642	003
000643	001
000644	008
000645	007
000646	003
000647	001
000648	005
000649	001
000650	004
000651	008
000652	006
000653	005
000654	008
000655	008
000656	003
000657	008
000658	003
000659	009
000660	006
000661	006
000662	006
000663	006
000664	003
000665	004
000666	001
000667	006
000668	003
000669	004
000670	001
000671	004
000672	008
000673	003
000674	008
000675	006
000676	008
000677	004
000678	006
000679	006
000680	005
000681	003
000682	003
000683	003
000684	006
000685	008
000686	008
000687	003
000688	006
000689	005
000690	001
000691	007
000692	006
000693	003
000694	006
000695	002
000696	006
000697	003
000698	005
000699	006
000700	005
000701	006
000702	001
000703	006
000704	008
000705	002
000706	001
000707	008
000708	003
000709	006
000710	001
000711	003
000712	008
000713	001
000714	005
000715	006
000716	004
000717	006
000718	006
000719	003
000720	006
000721	006
000722	006
000723	005
000724	006
000725	003
000726	006
000727	008
000728	003
000729	003
000730	003
000731	006
000732	008
000733	003
000734	002
000735	006
000736	003
000737	006
000738	006
000739	003
000740	008
000741	005
000742	006
000743	006
000744	009
000745	003
000746	008
000747	006
000748	006
000749	003
000750	006
000751	006
000752	006
000753	003
000754	008
000755	009
000756	003
000757	003
000758	006
000759	006
000760	008
000761	004
000762	003
000763	008
000764	003
000765	008
000766	006
000767	006
000768	003
000769	003
000770	003
000771	003
000772	003
000773	004
000774	006
000775	009
000776	008
000777	004
000778	006
000779	006
000780	006
000781	009
000782	009
000783	006
000784	001
000785	008
000786	006
000787	006
000788	008
000789	008
000790	004
000791	004
000792	003
000793	008
000794	006
000795	009
000796	006
000797	005
000798	003
000799	006
000800	006
000801	006
000802	008
000803	002
000804	003
000805	009
000806	004
000807	005
000808	002
000809	003
000810	003
000811	006
000812	008
000813	006
000814	003
000815	008
000816	003
000817	009
000818	005
000819	006
000820	006
000821	006
000822	008
000823	008
000824	003
000825	006
000826	005
000827	008
000828	004
000829	003
000830	004
000831	008
000832	006
000833	009
000834	004
000835	006
000836	009
000837	003
000838	001
000839	003
000840	006
000841	008
000842	006
000843	006
000844	006
000845	003
000846	006
000847	008
000848	006
000849	004
000850	008
000851	006
000852	002
000853	004
000854	004
000855	006
000856	004
000857	006
000858	006
000859	003
000860	006
000861	007
000862	006
000863	003
000864	009
000865	005
000866	008
000867	006
000868	006
000869	006
000870	003
000871	008
000872	001
000873	004
000874	006
000875	003
000876	001
000877	006
000878	006
000879	003
000880	002
000881	003
000882	004
000883	001
000884	002
000885	006
000886	008
000887	008
000888	005
000889	002
000890	002
000891	006
000892	001
000893	001
000894	006
000895	001
000896	001
000897	001
000898	006
000899	006
000900	006
000901	001
000902	001
000903	006
000904	006
000905	001
000906	009
000907	004
000908	006
000909	003
000910	001
000911	008
000912	001
000913	001
000914	004
000915	006
000916	005
000917	004
000918	001
000919	005
000920	008
000921	006
000922	001
000923	008
000924	004
000925	002
000926	006
000927	007
000928	001
000929	001
000930	006
000931	005
000932	006
000933	008
000934	009
000935	006
000936	008
000937	004
000938	004
000939	001
000940	001
000941	006
000942	004
000943	003
000944	006
000945	009
000946	004
000947	006
000948	006
000949	001
000950	001
000951	001
